06,24,45,54,59
07,11,13,21,30,36,41,46,47,51,55,58,59
08,04,08,11,15,19,22,29,39,48,49
09,03,13,16,29,30,45,55
10,02,18,27,35,52
11,00,11,21,29,47,58
12,05,23,28,40,56,59
13,15,26,35,49,58
14,04,21,28,38,54
15,00,09,21,24,39,51,58
16,03,15,28,29,39,51
17,00,03,16,28,32,39,50,58
18,01,13,23,25,38,49,50
19,03,15,16,29,43
20,15,16,36,40,53
21,10,12,35,37,55
22,20,49
23,35
